scenario_id,record_id,level,correct_debater_pos,label,baseline,judge,chosen_debater,a_quote_acc,a_quote_num,b_quote_acc,b_quote_num,chosen_debater_quote_acc_diff
025e92f948c1abcea69ab4073b30e937,1f07cd82-3d77-4b0b-a0ed-60d01b574b1a,HighConflict,2,disproved,unknown,unknown,1,1.0,8,1.0,8,0.0
025e92f948c1abcea69ab4073b30e937,70aacb5f-620d-46e5-a5f4-bfc4425a0dd4,HighConflict,-1,disproved,unknown,unknown,1,0.8333333333333334,6,0.6666666666666666,9,0.16666666666666674
025e92f948c1abcea69ab4073b30e937,bf961be8-6236-41c7-9998-1a0052d76649,HighConflict,1,disproved,unknown,disproved,1,0.9333333333333333,15,0.8888888888888888,9,0.04444444444444451
081e8db52b7a0694d3c47ec76d1296f7,248f2bdd-1e14-4da3-9620-77aea9b475ee,LowConflict,-1,disproved,disproved,proved,2,0.875,8,1.0,11,0.125
081e8db52b7a0694d3c47ec76d1296f7,487e2c45-9455-40dc-9198-f0c3a61a1d4a,LowConflict,2,disproved,disproved,disproved,2,0.9,10,1.0,12,0.09999999999999998
081e8db52b7a0694d3c47ec76d1296f7,e04a4950-71ea-4c0b-b7fe-ac70b72c1836,LowConflict,1,disproved,disproved,disproved,1,1.0,12,1.0,6,0.0
09000c3d82cda08090f3527f6ace6ce4,47ad837c-b573-437b-a3b5-e37a72b826fe,LowConflict,2,disproved,disproved,unknown,1,1.0,7,1.0,7,0.0
09000c3d82cda08090f3527f6ace6ce4,54d415eb-aede-4a87-ba75-8acac9f99cd8,LowConflict,1,disproved,disproved,disproved,1,0.9166666666666666,12,0.9,10,0.016666666666666607
09000c3d82cda08090f3527f6ace6ce4,b260ebdf-f4f1-4485-b46e-c48674d1f91f,LowConflict,-1,disproved,disproved,unknown,1,0.8571428571428571,7,0.9090909090909091,11,-0.051948051948051965
0b9a9bc2660efcff116776f25a2b14b6,76497a52-ecba-403f-91ce-b88d98df785a,LowConflict,-1,proved,proved,disproved,1,1.0,11,1.0,7,0.0
0b9a9bc2660efcff116776f25a2b14b6,833ac2a1-c8ae-4db3-8146-ccdecf3fb4e3,LowConflict,2,proved,proved,proved,2,0.8888888888888888,9,1.0,8,0.11111111111111116
0b9a9bc2660efcff116776f25a2b14b6,aa2e4e01-5330-473f-9ba3-5c4edef62403,LowConflict,1,proved,proved,proved,1,1.0,10,1.0,11,0.0
0dcab2c314a4687f27614fb236d11fbc,1a41767e-2fa0-46bb-ad2d-d0fea8ac04fa,HighConflict,1,proved,unknown,proved,1,1.0,8,1.0,11,0.0
0dcab2c314a4687f27614fb236d11fbc,9c227d23-6c49-49bb-86c7-ca0b62475178,HighConflict,-1,proved,unknown,unknown,2,1.0,9,1.0,7,0.0
0dcab2c314a4687f27614fb236d11fbc,c99b9858-0210-4308-ab0e-574c34b7e40e,HighConflict,2,proved,unknown,proved,2,1.0,9,1.0,11,0.0
0f72d2ac8542323babccd7fdb6584841,8f5eb048-a57d-4d53-adc7-6dc5eb8ce2cf,LowConflict,1,proved,proved,proved,1,1.0,9,1.0,7,0.0
0f72d2ac8542323babccd7fdb6584841,bb665264-65d9-4d45-84e8-2a3caa18ef45,LowConflict,-1,proved,proved,disproved,1,1.0,7,0.8,5,0.19999999999999996
0f72d2ac8542323babccd7fdb6584841,ecf549b7-8989-4ee3-bebb-4bddbb6193be,LowConflict,2,proved,proved,proved,2,1.0,8,1.0,9,0.0
105ddb560aecf4105e9273cd7665105c,1685f8c7-245f-4353-b706-377905f25cc3,LowConflict,1,disproved,disproved,disproved,1,1.0,11,1.0,6,0.0
105ddb560aecf4105e9273cd7665105c,6a42ba3e-4960-483c-89a7-e3a0d4fb345d,LowConflict,-1,disproved,disproved,unknown,1,1.0,6,1.0,12,0.0
105ddb560aecf4105e9273cd7665105c,a78a2554-cf40-469b-aac3-e63ad7452f16,LowConflict,2,disproved,disproved,disproved,2,1.0,7,1.0,11,0.0
106e879bddbb0e7c033248c211807728,2e07ac19-3a6d-481e-a971-1cebeb4c9f61,HighConflict,2,disproved,disproved,disproved,2,1.0,9,1.0,10,0.0
106e879bddbb0e7c033248c211807728,61c0caf1-83ee-40f7-b201-5898c63b8c03,HighConflict,-1,disproved,disproved,unknown,1,1.0,10,1.0,11,0.0
106e879bddbb0e7c033248c211807728,9a3e8c95-3b15-44ca-b65d-9d4c9ed60dec,HighConflict,1,disproved,disproved,unknown,2,0.9090909090909091,11,1.0,8,0.09090909090909094
1227d9d1547da329a6f425b42f2aaccc,4d392408-9d70-4d05-9c52-18773345c7d3,LowConflict,2,proved,proved,proved,2,0.9230769230769231,13,1.0,15,0.07692307692307687
1227d9d1547da329a6f425b42f2aaccc,4f137bd8-3ad9-471b-8c28-8a8e54255346,LowConflict,1,proved,proved,proved,1,1.0,12,1.0,7,0.0
1227d9d1547da329a6f425b42f2aaccc,b637366b-42d5-4765-8ab1-274e9e0f528a,LowConflict,-1,proved,proved,disproved,1,1.0,9,1.0,7,0.0
12782109a182db9479213fbb87c7d76b,56c2676e-237c-425b-afc2-bf8a0b85bea7,LowConflict,-1,disproved,unknown,unknown,1,1.0,10,0.8571428571428571,7,0.1428571428571429
12782109a182db9479213fbb87c7d76b,6679a161-54af-4fc1-978a-e3f25895db8a,LowConflict,2,disproved,unknown,unknown,1,1.0,9,1.0,10,0.0
12782109a182db9479213fbb87c7d76b,85e1e833-6092-4137-82e2-196729ba8a2d,LowConflict,1,disproved,unknown,unknown,2,1.0,9,1.0,7,0.0
16ac3e4888cba4553fc8aaaf002e1fb0,9ec11edc-656e-4571-9f42-601748721653,HighConflict,1,disproved,proved,disproved,1,1.0,10,1.0,10,0.0
16ac3e4888cba4553fc8aaaf002e1fb0,aec81c49-b13e-47ce-bf13-6c784c69c53c,HighConflict,2,disproved,proved,disproved,2,1.0,8,1.0,10,0.0
16ac3e4888cba4553fc8aaaf002e1fb0,d2dda267-9f6c-4e2b-9a3d-564d3cf539f3,HighConflict,-1,disproved,proved,unknown,1,0.875,8,1.0,14,-0.125
16e13776585805a49351a10d648b68e8,054f656e-a695-4eac-a77a-4df0390dcd6a,HighConflict,-1,unknown,unknown,disproved,2,1.0,15,1.0,13,0.0
16e13776585805a49351a10d648b68e8,10e83bdc-4f1e-443a-9bfa-83059d9d6855,HighConflict,1,unknown,unknown,unknown,1,1.0,7,1.0,8,0.0
16e13776585805a49351a10d648b68e8,ccff646f-4cc0-475c-8997-90025e024666,HighConflict,2,unknown,unknown,unknown,2,0.9166666666666666,12,1.0,8,0.08333333333333337
171db21f351a533f5a4c7462e609f800,6f5db03f-5365-40d9-99f6-8ca756e26472,LowConflict,-1,unknown,proved,disproved,2,1.0,8,1.0,6,0.0
171db21f351a533f5a4c7462e609f800,7ac82796-b817-4194-94ba-3d1b58715f3d,LowConflict,1,unknown,proved,unknown,1,1.0,7,0.8888888888888888,9,0.11111111111111116
171db21f351a533f5a4c7462e609f800,f12c66b0-9946-4604-886d-106c15eaa068,LowConflict,2,unknown,proved,proved,1,1.0,9,1.0,6,0.0
17a0056dca1c149926d7b7c81790c83b,48de9787-b708-423c-b7d6-84c05d34a053,HighConflict,-1,unknown,proved,disproved,2,0.8888888888888888,9,1.0,9,0.11111111111111116
17a0056dca1c149926d7b7c81790c83b,e9fc544a-603d-49db-a5cb-1afe11dfffb2,HighConflict,1,unknown,proved,unknown,1,1.0,11,1.0,12,0.0
17a0056dca1c149926d7b7c81790c83b,f8ab5c63-37d5-4026-a4f8-b71553031b4f,HighConflict,2,unknown,proved,unknown,2,1.0,10,1.0,9,0.0
1812528715cc1820459982a7a24573be,1d186b5e-4fa8-40e0-a780-35b3712b9df9,HighConflict,-1,unknown,disproved,disproved,2,1.0,9,1.0,8,0.0
1812528715cc1820459982a7a24573be,a8d9bca4-4ae0-4845-8aa4-41ade24b27a5,HighConflict,2,unknown,disproved,unknown,2,1.0,11,1.0,11,0.0
1812528715cc1820459982a7a24573be,bfd426d7-107c-40c4-b8f6-dbe8591cca0f,HighConflict,1,unknown,disproved,unknown,1,1.0,11,1.0,8,0.0
194489bda5e7bc6ebf0d9dd5104e6f46,9d7456e7-a0cb-4050-a8a7-00a70fb89a4e,HighConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,7,0.0
194489bda5e7bc6ebf0d9dd5104e6f46,a5c288a6-deca-4be7-b16b-1593c6ccf9cd,HighConflict,-1,unknown,unknown,proved,1,1.0,8,1.0,6,0.0
194489bda5e7bc6ebf0d9dd5104e6f46,c089c603-34a9-42b3-a3f0-813b4b55a62b,HighConflict,1,unknown,unknown,unknown,1,1.0,7,1.0,9,0.0
1ae7247a0aabef31ba24cb070a90ddf5,c71042ea-6905-4673-9ead-2fab751d655e,LowConflict,1,proved,proved,disproved,2,1.0,8,1.0,6,0.0
1ae7247a0aabef31ba24cb070a90ddf5,d1576a97-edf9-499a-a644-7773ac6c5281,LowConflict,-1,proved,proved,unknown,2,1.0,8,1.0,9,0.0
1ae7247a0aabef31ba24cb070a90ddf5,d80b21c0-17bf-49cd-959b-6849debc06d0,LowConflict,2,proved,proved,proved,2,1.0,9,1.0,9,0.0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,3b9260e5-2496-4041-be07-036d1b6873ff,LowConflict,-1,unknown,unknown,disproved,2,1.0,10,1.0,9,0.0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,5f0e550e-7f8b-4905-836a-add73dc565c3,LowConflict,2,unknown,unknown,unknown,2,1.0,9,1.0,9,0.0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,8b4ab401-f90b-4394-8d98-b062c1cde3c7,LowConflict,1,unknown,unknown,unknown,1,1.0,8,1.0,9,0.0
1e408d6870809ff22b026b364aae6180,00ea3126-ba72-4d2e-89f3-507692e4c403,LowConflict,1,unknown,proved,unknown,1,1.0,7,1.0,9,0.0
1e408d6870809ff22b026b364aae6180,7545e8c3-d538-4225-9709-289ad97be50c,LowConflict,2,unknown,proved,unknown,2,1.0,12,1.0,8,0.0
1e408d6870809ff22b026b364aae6180,82631109-a546-4c51-8e91-e003e064921e,LowConflict,-1,unknown,proved,proved,1,1.0,15,1.0,12,0.0
21b89354da7cc3970dac9c165733ce85,9f315123-d335-41b0-8946-24ab0a55b9a5,LowConflict,1,disproved,proved,disproved,1,0.9285714285714286,14,0.9,10,0.02857142857142858
21b89354da7cc3970dac9c165733ce85,e2a3d67b-5b78-4c0c-a361-41f228764dde,LowConflict,2,disproved,proved,disproved,2,0.7777777777777778,9,1.0,12,0.2222222222222222
21b89354da7cc3970dac9c165733ce85,fd18e4ee-59fd-4f43-b4d4-1fad2282ba43,LowConflict,-1,disproved,proved,unknown,1,1.0,9,1.0,16,0.0
270ebe7cc7f0d02bd162b4b586fe4642,146eb504-a042-4075-986f-deba0b36e652,HighConflict,-1,proved,proved,disproved,1,1.0,7,1.0,6,0.0
270ebe7cc7f0d02bd162b4b586fe4642,6af4b473-3bc8-4e76-9490-4c38360248e9,HighConflict,2,proved,proved,proved,2,1.0,8,1.0,12,0.0
270ebe7cc7f0d02bd162b4b586fe4642,8391a23c-4cb5-4ed4-b352-a2163d172f0b,HighConflict,1,proved,proved,proved,1,0.9230769230769231,13,1.0,9,-0.07692307692307687
27a25c5e5e342808bd10e61b7ae44a8b,66d7caab-ba14-4ae0-80ba-1311b892f2ef,HighConflict,-1,disproved,disproved,unknown,1,1.0,9,1.0,9,0.0
27a25c5e5e342808bd10e61b7ae44a8b,c34b52d3-ff05-4a6f-a461-32b5ef852dbb,HighConflict,1,disproved,disproved,unknown,2,1.0,12,0.9,10,-0.09999999999999998
27a25c5e5e342808bd10e61b7ae44a8b,cca84149-e8e5-4987-9a0c-6647ba49fcf8,HighConflict,2,disproved,disproved,disproved,2,1.0,13,1.0,12,0.0
2a3fd7fc41048b87ae847b1c2b213eaa,47ca6004-2d21-413b-b9f8-33ff63c7f106,LowConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,7,0.0
2a3fd7fc41048b87ae847b1c2b213eaa,c31177ed-cf54-4b05-8fd3-823d6efb89de,LowConflict,-1,unknown,unknown,disproved,2,1.0,5,1.0,8,0.0
2a3fd7fc41048b87ae847b1c2b213eaa,fc70fc92-e24d-4056-9e0a-a0a16a5348b7,LowConflict,1,unknown,unknown,unknown,1,1.0,7,1.0,4,0.0
2bd4932b187569624d845c3f5215b86d,30ab739e-f3b5-4290-ac36-baa2b8963b8b,LowConflict,2,proved,proved,proved,2,1.0,8,1.0,10,0.0
2bd4932b187569624d845c3f5215b86d,cd6ed9a5-7c50-43db-b17b-da2f5087de12,LowConflict,1,proved,proved,proved,1,1.0,8,1.0,4,0.0
2bd4932b187569624d845c3f5215b86d,fa108f05-d965-431d-9149-d7604df8135c,LowConflict,-1,proved,proved,unknown,2,1.0,9,1.0,6,0.0
2c31e5f69d3012a005fccd95b8b11149,84b50e66-2fc9-42a6-a42b-e3de24bb1d60,LowConflict,-1,unknown,unknown,proved,1,1.0,9,1.0,6,0.0
2c31e5f69d3012a005fccd95b8b11149,b4b10970-3eac-4ee3-ade9-32110d698de4,LowConflict,1,unknown,unknown,unknown,1,1.0,5,1.0,6,0.0
2c31e5f69d3012a005fccd95b8b11149,b5119936-84c3-4961-9e66-a3be3daacf6a,LowConflict,2,unknown,unknown,unknown,2,1.0,9,1.0,9,0.0
2d5795e57ded035e4358dbf645b410f2,0a59b59c-b9ac-442e-a26a-2da090786d93,HighConflict,2,unknown,unknown,unknown,2,0.8333333333333334,12,1.0,9,0.16666666666666663
2d5795e57ded035e4358dbf645b410f2,97a712b2-9bd9-4994-9088-3381d7a4b11f,HighConflict,-1,unknown,unknown,proved,1,1.0,10,1.0,7,0.0
2d5795e57ded035e4358dbf645b410f2,c54ad223-1cfa-498a-8efe-f5a3c6f9e9ff,HighConflict,1,unknown,unknown,unknown,1,1.0,8,1.0,14,0.0
30a5bb0b24b1379dfba544f7550f7708,41a9ac04-0533-40af-8716-d281abfaae49,LowConflict,1,disproved,disproved,disproved,1,1.0,9,1.0,4,0.0
30a5bb0b24b1379dfba544f7550f7708,b50124e0-ded5-4beb-bb0a-6d2dfdd8c1b0,LowConflict,2,disproved,disproved,disproved,2,1.0,5,1.0,9,0.0
30a5bb0b24b1379dfba544f7550f7708,c61c2d48-c9a6-4b74-aa4f-cc1a2df8297c,LowConflict,-1,disproved,disproved,proved,2,1.0,5,1.0,9,0.0
31a5fb033e3a94c36012fd25349c5cdf,06115444-5fdc-4aa2-b830-ca478b2f068e,HighConflict,1,proved,unknown,proved,1,1.0,9,1.0,9,0.0
31a5fb033e3a94c36012fd25349c5cdf,21f0b146-92b8-4c7e-a03b-272ff56bbdb9,HighConflict,2,proved,unknown,disproved,1,1.0,9,1.0,13,0.0
31a5fb033e3a94c36012fd25349c5cdf,7ec8b5b2-ef8f-49cb-933b-f2beedc05850,HighConflict,-1,proved,unknown,unknown,2,1.0,8,1.0,9,0.0
345fa63dd6ca042883f1e780b60eb1af,1134bdbf-1398-437c-87ef-617be5509dc9,HighConflict,1,unknown,unknown,unknown,1,1.0,8,0.9166666666666666,12,0.08333333333333337
345fa63dd6ca042883f1e780b60eb1af,aed4cd85-888f-4144-b268-0c12da3fdf43,HighConflict,-1,unknown,unknown,disproved,2,0.9,10,1.0,7,0.09999999999999998
345fa63dd6ca042883f1e780b60eb1af,d63e6bad-fd70-46de-a2c1-d7cb04ad4d2d,HighConflict,2,unknown,unknown,proved,1,1.0,10,1.0,6,0.0
3581a1dccca6b59d5189dce5f56bea24,120224f8-78c3-4955-8051-6c1f12a9968a,LowConflict,-1,proved,proved,unknown,2,1.0,9,1.0,8,0.0
3581a1dccca6b59d5189dce5f56bea24,4e062649-2b5c-4ae3-9cb4-c505b4d2e9f7,LowConflict,2,proved,proved,disproved,1,0.8888888888888888,9,1.0,10,-0.11111111111111116
3581a1dccca6b59d5189dce5f56bea24,f217faa0-8619-4c5a-abfd-bbd440ff6d75,LowConflict,1,proved,proved,proved,1,1.0,10,1.0,10,0.0
397c9838fc6b68f20b92263cb3e3ab7a,1952ec02-569f-4c6e-b53c-be3e4a971f7f,LowConflict,-1,disproved,disproved,unknown,1,1.0,6,1.0,2,0.0
397c9838fc6b68f20b92263cb3e3ab7a,b95eec26-8a11-4868-a736-86895b77493a,LowConflict,2,disproved,disproved,disproved,2,1.0,7,1.0,6,0.0
397c9838fc6b68f20b92263cb3e3ab7a,f7b330b9-128c-4163-9d78-0f9093724ce4,LowConflict,1,disproved,disproved,disproved,1,1.0,4,1.0,4,0.0
3a3fe53c6b2f41e15f0a26633258a3fb,84b7824e-6324-4144-8799-9edb6f4b3ccc,HighConflict,2,proved,disproved,disproved,1,1.0,11,1.0,5,0.0
3a3fe53c6b2f41e15f0a26633258a3fb,b4eee7ee-2c1c-40ae-8c27-d441b9b3a4a5,HighConflict,-1,proved,disproved,disproved,1,1.0,4,0.0,0,1.0
3a3fe53c6b2f41e15f0a26633258a3fb,c92c8824-c45c-4a09-89d2-b5d6a8f0f3d1,HighConflict,1,proved,disproved,disproved,2,1.0,3,1.0,3,0.0
3ace07a009ef259c33ef3dacd82a2fcb,24d33692-82b8-4c59-a6d6-83a9d5378c6a,LowConflict,2,proved,proved,proved,2,1.0,6,1.0,4,0.0
3ace07a009ef259c33ef3dacd82a2fcb,b3705815-0e6f-48b1-b2ac-193d8707e586,LowConflict,1,proved,proved,proved,1,0.8,5,0.8333333333333334,6,-0.033333333333333326
3ace07a009ef259c33ef3dacd82a2fcb,b801199c-e732-42c3-a776-5e6328c88d29,LowConflict,-1,proved,proved,disproved,1,0.8,5,1.0,5,-0.19999999999999996
3dd1f72c43a39b2ec44a99d577b8b3a5,56367be3-f73e-429d-b4f2-91a09ac9e9cf,HighConflict,-1,disproved,disproved,unknown,1,1.0,3,1.0,4,0.0
3dd1f72c43a39b2ec44a99d577b8b3a5,abd4467d-19a6-4778-a3e7-23a7ef43f89c,HighConflict,2,disproved,disproved,disproved,2,1.0,2,1.0,4,0.0
3dd1f72c43a39b2ec44a99d577b8b3a5,f89ab59e-9f88-4f1b-a01f-b9e75cbafa79,HighConflict,1,disproved,disproved,disproved,1,1.0,3,1.0,3,0.0
42ef1098a2f7ac0da265a885a6828384,58d473f0-666f-46e2-9c8e-c67b7261f022,LowConflict,1,proved,proved,disproved,2,1.0,3,1.0,4,0.0
42ef1098a2f7ac0da265a885a6828384,ae8b894a-7e96-4ce2-99ea-c1edd0aaf2f7,LowConflict,2,proved,proved,proved,2,1.0,3,1.0,3,0.0
42ef1098a2f7ac0da265a885a6828384,c6ba0eeb-a916-4576-b4a2-45b51cb5c340,LowConflict,-1,proved,proved,disproved,1,1.0,8,0.0,0,1.0
4c2e02b20182299882cdc28b2cf23e8d,3f96976c-0293-46cc-93a5-c725b0812d22,LowConflict,2,disproved,unknown,disproved,2,1.0,11,1.0,12,0.0
51f04d6ac1cea47bf917fcea1d8cf3fd,3b121108-b898-4b92-8d1b-406ae2afdb3d,LowConflict,-1,unknown,unknown,disproved,2,1.0,9,1.0,7,0.0
