scenario_id,record_id,level,correct_debater_pos,label,baseline,judge,chosen_debater,a_quote_acc,a_quote_num,b_quote_acc,b_quote_num,chosen_debater_quote_acc_diff,Baseline Correct,Judge Correct
0f72d2ac8542323babccd7fdb6584841,ec49fd55-3d79-4a5c-80e5-5c08f03a1785,LowConflict,1,proved,proved,proved,1,0.875,8,1.0,3,-0.125,1,1
105ddb560aecf4105e9273cd7665105c,05b4d059-b320-477b-b01c-a39b341fd07f,LowConflict,-1,disproved,disproved,proved,2,1.0,5,1.0,7,0.0,1,0
105ddb560aecf4105e9273cd7665105c,b289383a-f768-421a-80c6-228f5152189c,LowConflict,2,disproved,disproved,disproved,2,1.0,3,1.0,4,0.0,1,1
105ddb560aecf4105e9273cd7665105c,be4153cf-5a96-421e-85da-b723821c5729,LowConflict,1,disproved,disproved,disproved,1,0.5,4,0.4,5,0.09999999999999998,1,1
106e879bddbb0e7c033248c211807728,7716fa44-3e13-4251-835d-c6c6ca35db9e,HighConflict,2,disproved,unknown,unknown,1,0.0,5,0.0,7,0.0,0,0
106e879bddbb0e7c033248c211807728,e16e4510-2067-423d-8d5a-f3d91c3fcca4,HighConflict,1,disproved,unknown,unknown,2,0.8333333333333334,6,1.0,6,0.16666666666666663,0,0
106e879bddbb0e7c033248c211807728,f6ca0079-44b0-44db-b1d9-c500be88a1f5,HighConflict,-1,disproved,unknown,proved,2,0.3333333333333333,6,0.7,10,0.36666666666666664,0,0
1227d9d1547da329a6f425b42f2aaccc,4b7ffeed-c6e7-44a8-883c-7486cefcdad3,LowConflict,2,proved,proved,disproved,1,1.0,9,1.0,12,0.0,1,0
1227d9d1547da329a6f425b42f2aaccc,d4f4802d-15bc-4311-8a76-9f73fc0569f3,LowConflict,-1,proved,proved,unknown,2,1.0,6,1.0,4,0.0,1,0
1227d9d1547da329a6f425b42f2aaccc,f6ee03cb-c1b1-43a3-a2fc-b75cc52f74f1,LowConflict,1,proved,proved,disproved,2,1.0,5,1.0,7,0.0,1,0
12782109a182db9479213fbb87c7d76b,44702b3b-c758-4433-a6a6-f72c96f22e56,LowConflict,2,disproved,disproved,disproved,2,0.3333333333333333,9,0.8571428571428571,7,0.5238095238095237,1,1
12782109a182db9479213fbb87c7d76b,4adb3230-b5d2-4f90-a8aa-f33abda4a927,LowConflict,1,disproved,disproved,unknown,2,1.0,8,1.0,9,0.0,1,0
12782109a182db9479213fbb87c7d76b,5e82f8f2-d752-4087-b422-fa58bf9d45e2,LowConflict,-1,disproved,disproved,unknown,1,1.0,7,1.0,8,0.0,1,0
16ac3e4888cba4553fc8aaaf002e1fb0,01a0c270-d782-4a61-931b-7d7a6ea59fd0,HighConflict,1,disproved,disproved,disproved,1,1.0,6,1.0,8,0.0,1,1
16ac3e4888cba4553fc8aaaf002e1fb0,1fd44971-9147-461b-8174-f8a021edd9dd,HighConflict,-1,disproved,disproved,unknown,1,0.3333333333333333,9,0.8,10,-0.46666666666666673,1,0
16ac3e4888cba4553fc8aaaf002e1fb0,969d132d-db66-45e0-8a8c-30d5092c15ea,HighConflict,2,disproved,disproved,disproved,2,0.5,8,0.6666666666666666,9,0.16666666666666663,1,1
16e13776585805a49351a10d648b68e8,70d04d7c-d721-4872-a552-50a7d756c9cc,HighConflict,-1,unknown,unknown,disproved,2,0.8,5,0.8888888888888888,9,0.0888888888888888,1,0
16e13776585805a49351a10d648b68e8,844064a3-1877-4523-b54e-873ac503085e,HighConflict,2,unknown,unknown,unknown,2,1.0,4,1.0,3,0.0,1,1
16e13776585805a49351a10d648b68e8,df13880d-206d-4f9c-8260-7878aa99adb2,HighConflict,1,unknown,unknown,unknown,1,0.0,4,0.0,3,0.0,1,1
171db21f351a533f5a4c7462e609f800,415ab01c-32b2-47d7-995c-cafd0a077515,LowConflict,1,unknown,unknown,unknown,1,1.0,6,1.0,7,0.0,1,1
171db21f351a533f5a4c7462e609f800,55206f00-1392-4175-b520-202d93a6a461,LowConflict,-1,unknown,unknown,disproved,2,1.0,7,1.0,4,0.0,1,0
171db21f351a533f5a4c7462e609f800,bbc9389a-25a0-4415-ab6a-ffb737398f9d,LowConflict,2,unknown,unknown,unknown,2,1.0,7,1.0,7,0.0,1,1
17a0056dca1c149926d7b7c81790c83b,2737d1f6-148d-4703-a13b-dd149ff79d96,HighConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,8,0.0,1,1
17a0056dca1c149926d7b7c81790c83b,44eebc79-c745-4fcb-a6e7-d6e585769577,HighConflict,-1,unknown,unknown,disproved,2,1.0,4,1.0,6,0.0,1,0
17a0056dca1c149926d7b7c81790c83b,b52711d7-f0bf-4c16-9891-2f7be829ffa9,HighConflict,1,unknown,unknown,unknown,1,0.8,10,1.0,6,-0.19999999999999996,1,1
1812528715cc1820459982a7a24573be,58f50957-0e45-442a-96cd-5e3670e1dc62,HighConflict,-1,unknown,disproved,disproved,2,0.6666666666666666,9,0.875,8,0.20833333333333337,0,0
1812528715cc1820459982a7a24573be,d9163ea0-01ec-404b-a21b-d9bed1f100f0,HighConflict,1,unknown,disproved,unknown,1,0.6666666666666666,9,0.9,10,-0.2333333333333334,0,1
1812528715cc1820459982a7a24573be,e46c5c45-f638-499a-905b-dcfa5e720895,HighConflict,2,unknown,disproved,unknown,2,0.0,6,0.0,6,0.0,0,1
194489bda5e7bc6ebf0d9dd5104e6f46,72fc419b-1d08-4a5a-9451-9c43cbcd436e,HighConflict,-1,unknown,unknown,disproved,2,0.5,6,0.2,5,-0.3,1,0
194489bda5e7bc6ebf0d9dd5104e6f46,b83d2765-31e3-480c-9b44-3f207a4a7ad9,HighConflict,1,unknown,unknown,unknown,1,1.0,6,1.0,6,0.0,1,1
194489bda5e7bc6ebf0d9dd5104e6f46,c27a208c-8599-41b7-adcc-3603015102cd,HighConflict,2,unknown,unknown,unknown,2,0.0,6,0.0,9,0.0,1,1
1ae7247a0aabef31ba24cb070a90ddf5,2d1617a9-959d-4f5f-95c1-cff0433a8d30,LowConflict,1,proved,proved,disproved,2,1.0,6,1.0,3,0.0,1,0
1ae7247a0aabef31ba24cb070a90ddf5,5e76b32a-2814-47b9-acef-8cf7ae866837,LowConflict,2,proved,proved,proved,2,1.0,4,1.0,9,0.0,1,1
1ae7247a0aabef31ba24cb070a90ddf5,8e435b3a-f511-4a71-b78b-676be341386a,LowConflict,-1,proved,proved,unknown,2,1.0,3,1.0,3,0.0,1,0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,45127f1f-cee3-4ae7-ad55-09f471e1ba48,LowConflict,-1,unknown,unknown,disproved,2,1.0,6,1.0,5,0.0,1,0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,5ff09aa8-f78c-4407-902e-9a400bb8b608,LowConflict,1,unknown,unknown,proved,2,0.8571428571428571,7,1.0,6,0.1428571428571429,1,0
1d4808a2e9cc8e65ac1bd0d00aee5ef3,a0d657a4-525d-48c6-8f22-1169df0cb2f0,LowConflict,2,unknown,unknown,unknown,2,1.0,6,1.0,6,0.0,1,1
1e408d6870809ff22b026b364aae6180,0d636db7-f9bb-42c6-bf3c-bbe579c70403,LowConflict,1,unknown,unknown,unknown,1,1.0,3,1.0,3,0.0,1,1
1e408d6870809ff22b026b364aae6180,2258bc84-0ea9-4284-bbea-dadb8842e330,LowConflict,2,unknown,unknown,unknown,2,1.0,3,1.0,5,0.0,1,1
1e408d6870809ff22b026b364aae6180,967bab92-433c-446a-ba21-309c267be7b6,LowConflict,-1,unknown,unknown,disproved,2,1.0,10,1.0,6,0.0,1,0
21b89354da7cc3970dac9c165733ce85,d30526f1-0d22-466c-92f7-da2b9141b6f1,LowConflict,2,disproved,disproved,unknown,1,0.8333333333333334,6,1.0,7,-0.16666666666666663,1,0
21b89354da7cc3970dac9c165733ce85,dc3f451b-bf80-4df6-8555-2589411b96ca,LowConflict,1,disproved,disproved,unknown,2,1.0,8,1.0,7,0.0,1,0
21b89354da7cc3970dac9c165733ce85,ec1b7e3e-e70e-4e58-8b19-ea91fe3a84b1,LowConflict,-1,disproved,disproved,unknown,1,0.8571428571428571,7,1.0,7,-0.1428571428571429,1,0
270ebe7cc7f0d02bd162b4b586fe4642,22055bb7-6d5e-4d1b-abfe-64931d2269a8,HighConflict,1,proved,proved,disproved,2,0.0,8,0.0,7,0.0,1,0
270ebe7cc7f0d02bd162b4b586fe4642,2df0d055-f331-4050-b65a-7eb676ce9757,HighConflict,2,proved,proved,proved,2,1.0,8,1.0,7,0.0,1,1
270ebe7cc7f0d02bd162b4b586fe4642,b32720b4-0984-4663-beea-c1534404b7c4,HighConflict,-1,proved,proved,unknown,2,1.0,6,1.0,5,0.0,1,0
27a25c5e5e342808bd10e61b7ae44a8b,02ff9ad2-6ab4-49bd-804a-adee0d7176b3,HighConflict,1,disproved,unknown,unknown,2,0.3333333333333333,9,0.4444444444444444,9,0.1111111111111111,0,0
27a25c5e5e342808bd10e61b7ae44a8b,09238961-a8ce-4882-b4fc-09971ce1f0a6,HighConflict,2,disproved,unknown,unknown,1,0.7777777777777778,9,0.7777777777777778,9,0.0,0,0
27a25c5e5e342808bd10e61b7ae44a8b,415d812e-db56-426e-ac92-a747590df2da,HighConflict,-1,disproved,unknown,unknown,1,0.2222222222222222,9,0.9,10,-0.6777777777777778,0,0
2a3fd7fc41048b87ae847b1c2b213eaa,64915366-2456-47c3-ba7c-997e79dc9d69,LowConflict,-1,unknown,unknown,disproved,2,1.0,3,1.0,4,0.0,1,0
2a3fd7fc41048b87ae847b1c2b213eaa,7d6fd8ef-90bb-4888-b7cd-aca09adff62b,LowConflict,1,unknown,unknown,unknown,1,1.0,5,1.0,5,0.0,1,1
2a3fd7fc41048b87ae847b1c2b213eaa,ae90cd15-fb34-4f27-8fc2-0671e364d14e,LowConflict,2,unknown,unknown,unknown,2,1.0,5,1.0,5,0.0,1,1
2bd4932b187569624d845c3f5215b86d,59577bc9-8d31-40be-afb6-63fa6953b280,LowConflict,-1,proved,proved,disproved,1,0.8571428571428571,7,1.0,6,-0.1428571428571429,1,0
2bd4932b187569624d845c3f5215b86d,a6e2c9f0-1fbd-4945-af81-b26eeb8f1986,LowConflict,1,proved,proved,proved,1,0.8333333333333334,6,1.0,6,-0.16666666666666663,1,1
2bd4932b187569624d845c3f5215b86d,ae2995a5-7334-48d1-83c8-117186fb1056,LowConflict,2,proved,proved,proved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,1,1
2c31e5f69d3012a005fccd95b8b11149,16ca75a3-d898-4b3b-a27d-3fb1167e48f8,LowConflict,-1,unknown,disproved,disproved,2,0.8571428571428571,7,1.0,3,0.1428571428571429,0,0
2c31e5f69d3012a005fccd95b8b11149,6cdf3498-446a-410d-9301-a5b700a849bc,LowConflict,2,unknown,disproved,unknown,2,0.0,3,1.0,5,1.0,0,1
2c31e5f69d3012a005fccd95b8b11149,ed39f686-6d1d-4e2b-9ba7-e2172f173716,LowConflict,1,unknown,disproved,unknown,1,1.0,6,1.0,7,0.0,0,1
2d5795e57ded035e4358dbf645b410f2,1f036de6-8d35-4d59-99be-fd306fce2377,HighConflict,1,unknown,disproved,unknown,1,0.0,8,0.25,8,-0.25,0,1
2d5795e57ded035e4358dbf645b410f2,5b54bc01-3bde-4412-b512-b2811cc09582,HighConflict,-1,unknown,disproved,disproved,2,1.0,7,1.0,7,0.0,0,0
2d5795e57ded035e4358dbf645b410f2,6522334f-4d11-42b5-accc-1a618915c486,HighConflict,2,unknown,disproved,unknown,2,1.0,5,1.0,7,0.0,0,1
30a5bb0b24b1379dfba544f7550f7708,356baac1-e55b-4dba-93c5-89aa69ebae26,LowConflict,2,disproved,disproved,unknown,1,1.0,5,1.0,7,0.0,1,0
30a5bb0b24b1379dfba544f7550f7708,3bdd6849-438f-4a7c-aaa7-3c8ece4ec7c7,LowConflict,1,disproved,disproved,disproved,1,1.0,7,1.0,6,0.0,1,1
30a5bb0b24b1379dfba544f7550f7708,ad296e13-682d-42a4-8c94-ae37eadfaec3,LowConflict,-1,disproved,disproved,unknown,1,1.0,5,1.0,6,0.0,1,0
31a5fb033e3a94c36012fd25349c5cdf,88db5664-bdbe-4988-adc5-6a71230231ab,HighConflict,1,proved,unknown,disproved,2,1.0,6,1.0,6,0.0,0,0
31a5fb033e3a94c36012fd25349c5cdf,b865f87c-73e8-4fe6-9d73-acbc59c3c8d7,HighConflict,-1,proved,unknown,unknown,2,1.0,8,1.0,8,0.0,0,0
31a5fb033e3a94c36012fd25349c5cdf,e27fe354-e646-44df-8249-d1e03a59b0b9,HighConflict,2,proved,unknown,disproved,1,1.0,7,1.0,7,0.0,0,0
345fa63dd6ca042883f1e780b60eb1af,785d9139-cf55-4a45-8db3-0a98ec53f9dd,HighConflict,2,unknown,unknown,unknown,2,0.2727272727272727,11,0.0,8,-0.2727272727272727,1,1
345fa63dd6ca042883f1e780b60eb1af,9c85d81f-98df-4401-a4ff-c546bc21827e,HighConflict,-1,unknown,unknown,disproved,2,0.875,8,1.0,8,0.125,1,0
345fa63dd6ca042883f1e780b60eb1af,de2ee616-a79c-4fa4-802d-ba2f0e6b51b5,HighConflict,1,unknown,unknown,unknown,1,0.5555555555555556,9,0.75,8,-0.19444444444444442,1,1
3581a1dccca6b59d5189dce5f56bea24,4a2b4942-a36c-43ff-8329-6e0ee49d6aab,LowConflict,1,proved,proved,disproved,2,1.0,7,1.0,7,0.0,1,0
3581a1dccca6b59d5189dce5f56bea24,d3192c2e-d1f6-4054-b201-c7c4a9d59b3b,LowConflict,-1,proved,proved,disproved,1,0.8333333333333334,6,1.0,6,-0.16666666666666663,1,0
3581a1dccca6b59d5189dce5f56bea24,fe3527fa-4ec9-4854-b264-e185fb1e4bc0,LowConflict,2,proved,proved,proved,2,0.8571428571428571,7,1.0,9,0.1428571428571429,1,1
397c9838fc6b68f20b92263cb3e3ab7a,2e1f9791-d4e2-4dd6-82a9-1d2062d8117b,LowConflict,2,disproved,disproved,unknown,1,1.0,9,1.0,5,0.0,1,0
397c9838fc6b68f20b92263cb3e3ab7a,6c7e113b-9ca6-41f1-8752-e47da0c06513,LowConflict,1,disproved,disproved,unknown,2,0.8888888888888888,9,1.0,8,0.11111111111111116,1,0
397c9838fc6b68f20b92263cb3e3ab7a,90bbf145-2f85-44ea-a7f0-0fc7e8a4cf46,LowConflict,-1,disproved,disproved,proved,2,1.0,7,1.0,7,0.0,1,0
3a3fe53c6b2f41e15f0a26633258a3fb,1b48b360-9a02-41ac-9845-c9bb26b33eef,HighConflict,1,proved,disproved,disproved,2,0.75,8,0.875,8,0.125,0,0
3a3fe53c6b2f41e15f0a26633258a3fb,be8e9e3a-f5de-4b15-8a2e-21f3e45d50b7,HighConflict,2,proved,disproved,disproved,1,0.875,8,1.0,7,-0.125,0,0
3a3fe53c6b2f41e15f0a26633258a3fb,f705cab7-7132-4e01-8d53-bef808a3c928,HighConflict,-1,proved,disproved,disproved,1,0.875,8,1.0,9,-0.125,0,0
3ace07a009ef259c33ef3dacd82a2fcb,05d9da96-8b5a-4131-b05f-58c3802bc52e,LowConflict,-1,proved,proved,unknown,2,1.0,6,1.0,6,0.0,1,0
3ace07a009ef259c33ef3dacd82a2fcb,bc674bdf-593d-438d-bd6e-d0cef8fe57ca,LowConflict,2,proved,proved,proved,2,1.0,7,1.0,7,0.0,1,1
3ace07a009ef259c33ef3dacd82a2fcb,e33cf2d0-fa77-4d9b-ad4a-54e3c2f81386,LowConflict,1,proved,proved,disproved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,1,0
3dd1f72c43a39b2ec44a99d577b8b3a5,00c5d40d-0cc2-408b-8be9-546c05cf925c,HighConflict,2,disproved,disproved,unknown,1,0.0,8,0.0,6,0.0,1,0
3dd1f72c43a39b2ec44a99d577b8b3a5,0379e061-9fd8-475f-ba6b-7fc00c5965ec,HighConflict,-1,disproved,disproved,proved,2,0.75,8,1.0,9,0.25,1,0
3dd1f72c43a39b2ec44a99d577b8b3a5,c378beac-06c1-47a0-a23c-ea48c2bdfe56,HighConflict,1,disproved,disproved,disproved,1,1.0,9,1.0,12,0.0,1,1
42ef1098a2f7ac0da265a885a6828384,48cdfc07-4703-46b7-948f-9a5d41b0687a,LowConflict,1,proved,proved,proved,1,1.0,6,1.0,8,0.0,1,1
42ef1098a2f7ac0da265a885a6828384,7f4f4e7b-0a35-4ccb-bab0-b25045b6c806,LowConflict,2,proved,proved,proved,2,0.5714285714285714,7,0.6666666666666666,6,0.09523809523809523,1,1
42ef1098a2f7ac0da265a885a6828384,8d19695c-0786-49ec-95f0-973e34700d38,LowConflict,-1,proved,proved,unknown,2,0.0,6,0.0,6,0.0,1,0
4c2e02b20182299882cdc28b2cf23e8d,247eb902-e7f5-44b9-b609-9fc6445bdc51,LowConflict,-1,disproved,unknown,proved,2,1.0,6,1.0,7,0.0,0,0
4c2e02b20182299882cdc28b2cf23e8d,70ab7796-fb5c-4233-a2bb-8e37b13f9e46,LowConflict,2,disproved,unknown,unknown,1,1.0,5,1.0,5,0.0,0,0
4c2e02b20182299882cdc28b2cf23e8d,edd01cc1-94ac-4cec-8085-8ff808b6e755,LowConflict,1,disproved,unknown,unknown,2,1.0,8,1.0,3,0.0,0,0
51f04d6ac1cea47bf917fcea1d8cf3fd,1a1513c0-63bf-4e5f-87a0-bb00a650cf26,LowConflict,1,unknown,unknown,unknown,1,1.0,5,1.0,9,0.0,1,1
51f04d6ac1cea47bf917fcea1d8cf3fd,458535cd-c5a7-4391-931c-e6a1f5654aa8,LowConflict,2,unknown,unknown,unknown,2,1.0,8,1.0,9,0.0,1,1
51f04d6ac1cea47bf917fcea1d8cf3fd,76c8eaee-67da-4c20-98b6-b452d312c8d0,LowConflict,-1,unknown,unknown,proved,1,1.0,9,1.0,6,0.0,1,0
524987bd2b554b2f909ba71339258d7b,6019d0e5-83ff-4bc3-a012-fb724ba15a4c,LowConflict,2,proved,proved,disproved,1,1.0,7,1.0,7,0.0,1,0
524987bd2b554b2f909ba71339258d7b,608c69ca-981c-43b8-b630-6e4903a0943b,LowConflict,-1,proved,proved,unknown,2,0.8571428571428571,7,1.0,7,0.1428571428571429,1,0
524987bd2b554b2f909ba71339258d7b,9893e7f7-71d8-429e-9c50-12b30ce18200,LowConflict,1,proved,proved,disproved,2,0.5,10,0.8333333333333334,12,0.33333333333333337,1,0
54b86326729f3697f5e9e4e2956aa867,1249136f-a71f-41f9-bf12-98d9f223967e,HighConflict,2,disproved,disproved,disproved,2,0.2857142857142857,7,0.5,8,0.2142857142857143,1,1
54b86326729f3697f5e9e4e2956aa867,8ab45999-6e83-4f0a-abf8-0a4ce9909ef8,HighConflict,1,disproved,disproved,unknown,2,1.0,6,1.0,6,0.0,1,0
54b86326729f3697f5e9e4e2956aa867,aecee6d4-651b-40a3-827b-a74a35f48065,HighConflict,-1,disproved,disproved,unknown,1,0.6666666666666666,9,0.8888888888888888,9,-0.2222222222222222,1,0
557eb69062c656b29e4302ae460adcc4,6780e222-9bca-4457-b5b7-be3442d7f36b,HighConflict,1,proved,unknown,disproved,2,1.0,5,1.0,8,0.0,0,0
557eb69062c656b29e4302ae460adcc4,6d6f1052-e569-4da5-8f3a-48a4b7301630,HighConflict,-1,proved,unknown,unknown,2,1.0,7,1.0,7,0.0,0,0
557eb69062c656b29e4302ae460adcc4,fe887367-6756-4ec0-9fec-4be7424913f8,HighConflict,2,proved,unknown,disproved,1,1.0,8,1.0,15,0.0,0,0
5888ebc435abb75e5a1a76185a851409,2de5b698-f749-41c1-a9ff-80b8cb65ae4f,HighConflict,2,disproved,disproved,disproved,2,0.5714285714285714,7,0.8,10,0.22857142857142865,1,1
5888ebc435abb75e5a1a76185a851409,4dfa6ad0-bb2d-45d6-b609-e4ba1ed66068,HighConflict,-1,disproved,disproved,unknown,1,0.2,5,0.875,8,-0.675,1,0
5888ebc435abb75e5a1a76185a851409,676a5184-c980-4d87-96af-d91d4781557e,HighConflict,1,disproved,disproved,disproved,1,1.0,11,1.0,5,0.0,1,1
59e443c34ea0954d24024498704e64e6,2f6d9adc-f155-466f-ae5b-0db738985e66,LowConflict,1,proved,unknown,disproved,2,0.8333333333333334,6,1.0,6,0.16666666666666663,0,0
59e443c34ea0954d24024498704e64e6,31fa5d69-6a2d-4095-9478-6606ff4bcb17,LowConflict,2,proved,unknown,proved,2,0.8888888888888888,9,1.0,7,0.11111111111111116,0,1
59e443c34ea0954d24024498704e64e6,918db3eb-2ea6-4ea7-b30c-688b2b4b7450,LowConflict,-1,proved,unknown,unknown,2,1.0,7,1.0,10,0.0,0,0
5a403b90860db9e409dcf80db7d2d3f2,71c0e146-eca2-4218-9538-cb89bf53a66d,LowConflict,-1,proved,proved,unknown,2,0.7142857142857143,7,1.0,7,0.2857142857142857,1,0
5a403b90860db9e409dcf80db7d2d3f2,b14de80b-f196-4086-91ba-d6c2baa9f9ef,LowConflict,2,proved,proved,proved,2,0.875,8,1.0,9,0.125,1,1
5a403b90860db9e409dcf80db7d2d3f2,cc54a7a7-f2ec-4e58-8ebc-7d9f2960cd4d,LowConflict,1,proved,proved,proved,1,0.7142857142857143,7,1.0,5,-0.2857142857142857,1,1
5bb89a91ea2415fd70dd282603780b5d,0eddc0f8-18be-4f13-bd2b-65e1d7834299,LowConflict,2,disproved,proved,disproved,2,1.0,5,1.0,8,0.0,0,1
5bb89a91ea2415fd70dd282603780b5d,43b76aa2-ba67-4e16-934f-3a059cd95521,LowConflict,-1,disproved,proved,proved,2,0.8888888888888888,9,1.0,9,0.11111111111111116,0,0
